study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB1220	ERP002061	SAMEA2042014	ERS199277	ERX184349	ERR209684	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209684/ERR209684_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209684/ERR209684_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209684/ERR209684_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209684/ERR209684_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD12-0_090105.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD12-0_090105.rmhost.pair.1.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD12-0_090105.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD12-0_090105.rmhost.pair.1.fq.gz		
PRJEB1220	ERP002061	SAMEA2042014	ERS199277	ERX184350	ERR209685	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209685/ERR209685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209685/ERR209685_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209685/ERR209685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209685/ERR209685_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD12-0_090127.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD12-0_090127.rmhost.pair.1.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD12-0_090127.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD12-0_090127.rmhost.pair.1.fq.gz		
PRJEB1220	ERP002061	SAMEA2042101	ERS199278	ERX184351	ERR209686	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209686/ERR209686_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209686/ERR209686_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209686/ERR209686_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209686/ERR209686_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD13-0_090105.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD13-0_090105.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD13-0_090105.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD13-0_090105.rmhost.pair.2.fq.gz		
PRJEB1220	ERP002061	SAMEA2042101	ERS199278	ERX184352	ERR209687	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209687/ERR209687_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209687/ERR209687_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209687/ERR209687_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209687/ERR209687_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD13-0_090127.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD13-0_090127.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD13-0_090127.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD13-0_090127.rmhost.pair.2.fq.gz		
PRJEB1220	ERP002061	SAMEA2042102	ERS199279	ERX184353	ERR209688	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209688/ERR209688_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209688/ERR209688_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209688/ERR209688_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209688/ERR209688_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD14-0_090103.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD14-0_090103.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD14-0_090103.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD14-0_090103.rmhost.pair.2.fq.gz		
PRJEB1220	ERP002061	SAMEA2042102	ERS199279	ERX184354	ERR209689	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209689/ERR209689_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209689/ERR209689_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209689/ERR209689_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209689/ERR209689_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD14-0_090127.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD14-0_090127.rmhost.pair.1.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD14-0_090127.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD14-0_090127.rmhost.pair.1.fq.gz		
PRJEB1220	ERP002061	SAMEA1965852	ERS199280	ERX184355	ERR209690	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209690/ERR209690_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209690/ERR209690_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209690/ERR209690_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209690/ERR209690_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD15-0_090105.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD15-0_090105.rmhost.pair.1.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD15-0_090105.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD15-0_090105.rmhost.pair.1.fq.gz		
PRJEB1220	ERP002061	SAMEA1965852	ERS199280	ERX184356	ERR209691	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209691/ERR209691_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209691/ERR209691_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209691/ERR209691_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209691/ERR209691_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD15-0_090129.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD15-0_090129.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD15-0_090129.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD15-0_090129.rmhost.pair.2.fq.gz		
PRJEB1220	ERP002061	SAMEA2042103	ERS199281	ERX184357	ERR209692	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209692/ERR209692_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209692/ERR209692_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209692/ERR209692_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209692/ERR209692_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD15-3_100703.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD15-3_100703.rmhost.pair.1.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD15-3_100703.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD15-3_100703.rmhost.pair.1.fq.gz		
PRJEB1220	ERP002061	SAMEA2042103	ERS199281	ERX184358	ERR209693	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209693/ERR209693_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209693/ERR209693_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209693/ERR209693_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209693/ERR209693_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD15-3_100715.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD15-3_100715.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD15-3_100715.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD15-3_100715.rmhost.pair.2.fq.gz		
PRJEB1220	ERP002061	SAMEA2042104	ERS199282	ERX184359	ERR209694	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209694/ERR209694_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209694/ERR209694_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209694/ERR209694_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209694/ERR209694_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD16-0_100130.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD16-0_100130.rmhost.pair.1.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD16-0_100130.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD16-0_100130.rmhost.pair.1.fq.gz		
PRJEB1220	ERP002061	SAMEA2042105	ERS199283	ERX184360	ERR209695	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209695/ERR209695_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209695/ERR209695_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209695/ERR209695_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209695/ERR209695_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD17-0_2010122.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD17-0_2010122.rmhost.pair.1.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD17-0_2010122.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD17-0_2010122.rmhost.pair.1.fq.gz		
PRJEB1220	ERP002061	SAMEA2042106	ERS199284	ERX184361	ERR209696	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209696/ERR209696_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209696/ERR209696_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209696/ERR209696_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209696/ERR209696_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD17-4_100518.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD17-4_100518.rmhost.pair.1.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD17-4_100518.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD17-4_100518.rmhost.pair.1.fq.gz		
PRJEB1220	ERP002061	SAMEA2042106	ERS199284	ERX184362	ERR209697	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209697/ERR209697_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209697/ERR209697_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209697/ERR209697_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209697/ERR209697_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD17-4_100527.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD17-4_100527.rmhost.pair.1.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD17-4_100527.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD17-4_100527.rmhost.pair.1.fq.gz		
PRJEB1220	ERP002061	SAMEA2042107	ERS199285	ERX184363	ERR209698	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209698/ERR209698_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209698/ERR209698_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209698/ERR209698_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209698/ERR209698_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD18-0_100518.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD18-0_100518.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD18-0_100518.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD18-0_100518.rmhost.pair.2.fq.gz		
PRJEB1220	ERP002061	SAMEA2042107	ERS199285	ERX184364	ERR209699	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209699/ERR209699_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209699/ERR209699_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209699/ERR209699_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209699/ERR209699_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD18-0_100527.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD18-0_100527.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD18-0_100527.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD18-0_100527.rmhost.pair.2.fq.gz		
PRJEB1220	ERP002061	SAMEA2042108	ERS199286	ERX184365	ERR209700	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209700/ERR209700_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209700/ERR209700_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209700/ERR209700_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209700/ERR209700_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD18-3_100518.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD18-3_100518.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD18-3_100518.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD18-3_100518.rmhost.pair.2.fq.gz		
PRJEB1220	ERP002061	SAMEA2042108	ERS199286	ERX184366	ERR209701	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209701/ERR209701_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209701/ERR209701_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209701/ERR209701_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209701/ERR209701_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD18-3_100527.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD18-3_100527.rmhost.pair.1.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD18-3_100527.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD18-3_100527.rmhost.pair.1.fq.gz		
PRJEB1220	ERP002061	SAMEA2042109	ERS199287	ERX184367	ERR209702	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209702/ERR209702_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209702/ERR209702_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209702/ERR209702_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209702/ERR209702_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD19-0_100518.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD19-0_100518.rmhost.pair.1.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD19-0_100518.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD19-0_100518.rmhost.pair.1.fq.gz		
PRJEB1220	ERP002061	SAMEA2042109	ERS199287	ERX184368	ERR209703	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209703/ERR209703_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209703/ERR209703_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209703/ERR209703_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209703/ERR209703_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD19-0_100527.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD19-0_100527.rmhost.pair.1.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD19-0_100527.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD19-0_100527.rmhost.pair.1.fq.gz		
PRJEB1220	ERP002061	SAMEA2042110	ERS199288	ERX184369	ERR209704	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209704/ERR209704_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209704/ERR209704_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209704/ERR209704_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209704/ERR209704_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD2-0_090107.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD2-0_090107.rmhost.pair.1.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD2-0_090107.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD2-0_090107.rmhost.pair.1.fq.gz		
PRJEB1220	ERP002061	SAMEA2042110	ERS199288	ERX184370	ERR209705	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209705/ERR209705_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209705/ERR209705_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209705/ERR209705_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209705/ERR209705_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD2-0_090126.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD2-0_090126.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD2-0_090126.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD2-0_090126.rmhost.pair.2.fq.gz		
PRJEB1220	ERP002061	SAMEA2042111	ERS199289	ERX184371	ERR209706	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209706/ERR209706_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209706/ERR209706_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209706/ERR209706_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209706/ERR209706_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD20-4_100703.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD20-4_100703.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD20-4_100703.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD20-4_100703.rmhost.pair.2.fq.gz		
PRJEB1220	ERP002061	SAMEA2042111	ERS199289	ERX184372	ERR209707	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209707/ERR209707_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209707/ERR209707_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209707/ERR209707_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209707/ERR209707_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD20-4_100715.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD20-4_100715.rmhost.pair.1.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD20-4_100715.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD20-4_100715.rmhost.pair.1.fq.gz		
PRJEB1220	ERP002061	SAMEA2042112	ERS199290	ERX184373	ERR209708	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209708/ERR209708_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209708/ERR209708_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209708/ERR209708_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209708/ERR209708_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD21-0_100518.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD21-0_100518.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD21-0_100518.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/V1.CD21-0_100518.rmhost.pair.2.fq.gz		
